	Gene > Systematic Name	Gene > Phenotypes > Mutant Type	Gene > Phenotypes > Strain Background	Gene > Phenotypes > Experiment Type	Gene > Phenotypes > Observable	Gene > Phenotypes > Qualifier	Gene > Phenotypes > Chemical	Gene > Phenotypes > Condition	Gene > Phenotypes > Details
112299	YNL080C		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
112300	YNL080C		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
117782	YNL301C		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
118311	YNL323W		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
119414	YNR031C		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
120116	YNR052C		S288c	systematic mutation set	resistance to chemicals	decreased	caspofungin	 	
124428	YOR008C		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
124429	YOR008C		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
124684	YOR024W		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
125755	YOR061W		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
127263	YOR118W		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
128902	YOR197W		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
145355	YCR087C-A		S288c	systematic mutation set	resistance to chemicals	increased	caspofungin	 	
45590	YDL074C		S288c	large-scale survey	resistance to chemicals	decreased	cantharidic acid	 	
111644	YNL063W		S288c	large-scale survey	resistance to chemicals	decreased	cantharidic acid	 	
123216	YOL105C		S288c	large-scale survey	resistance to chemicals	decreased	cantharidic acid	 	
7009	YBR098W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
7077	YBR099C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
22465	YER173W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
27745	YHR154W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
45122	YDL059C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
49369	YDR004W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
51122	YDR075W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
51212	YDR076W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
59299	YDR386W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
67386	YGL163C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
67928	YGL175C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
77546	YJL047C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
78487	YJL092W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
103696	YMR048W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
115018	YNL201C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
116471	YNL250W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
116936	YNL273W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
138605	YPL194W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
144083	YPR164W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	camptothecin	 	
13157	YCL045C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
13183	YCL046W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
31433	YIL105C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
45319	YDL066W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
57879	YDR335W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
61513	YDR475C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
71973	YGR104C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
76409	YGR285C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
79792	YJL129C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
80697	YJL165C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
114838	YNL197C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
135072	YPL066W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	calmidazolium	 	
2381	YBL007C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
3106	YBL039C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
3327	YBL047C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
3690	YBL061C		S288c	systematic mutation set	resistance to chemicals	increased	Calcofluor White	 	
3866	YBL067C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
3893	YBL069W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
3985	YBL072C		S288c	systematic mutation set	resistance to chemicals	increased	Calcofluor White	 	
4821	YBL101C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
5163	YBR015C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
5331	YBR023C		S288c	systematic mutation set	resistance to chemicals	increased	Calcofluor White	 	
6085	YBR057C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
6499	YBR077C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
7676	YBR121C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
7958	YBR127C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
10425	YBR231C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
10902	YBR260C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
12155	YBR301W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
13892	YCR009C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
15773	YCR077C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
17103	YEL027W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
17294	YEL031W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
17717	YEL044W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
21029	YER111C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
21761	YER149C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
22797	YHL002W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
25214	YHR030C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
27526	YHR142W		S288c	systematic mutation set	resistance to chemicals	increased	Calcofluor White	 	
31777	YIL121W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
32938	YIR005W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
33782	YKL006W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
33923	YKL010C		S288c	systematic mutation set	resistance to chemicals	increased	Calcofluor White	 	
34238	YKL032C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
34541	YKL041W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
35360	YKL079W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
36589	YKL126W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
37642	YKL176C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
37939	YKL194C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
39263	YKR020W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
40421	YKR082W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
41143	YFL036W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
42432	YFR019W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
42708	YFR036W		S288c	systematic mutation set	resistance to chemicals	increased	Calcofluor White	 	
42879	YFR045W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
44309	YDL032W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
44363	YDL033C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
45628	YDL074C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
46840	YDL117W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
47525	YDL155W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
48806	YDL206W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
48955	YDL223C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
49006	YDL225W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
52584	YDR129C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
53581	YDR162C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
54688	YDR207C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
55490	YDR245W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
57911	YDR335W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
58990	YDR377W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
59079	YDR378C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
59425	YDR388W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
59662	YDR393W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
60594	YDR440W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
65698	YGL081W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
65822	YGL084C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
67226	YGL152C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
67253	YGL153W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
68246	YGL200C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
68614	YGL212W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
69287	YGL240W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
72734	YGR135W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
75233	YGR229C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
76766	YJL006C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
77987	YJL062W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
78688	YJL095W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
78826	YJL099W		S288c	systematic mutation set	resistance to chemicals	increased	Calcofluor White	 	
80313	YJL148W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
81051	YJL176C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
81318	YJL183W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
83598	YJR073C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
84490	YJR104C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
84856	YJR118C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
86027	YLL021W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
86411	YLL039C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
86644	YLL043W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
89304	YLR087C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
89711	YLR110C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
89760	YLR111W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
93512	YLR268W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
94994	YLR330W		S288c	systematic mutation set	resistance to chemicals	increased	Calcofluor White	 	
95238	YLR337C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
95338	YLR338W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
95443	YLR342W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
96221	YLR370C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
98074	YLR425W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
102080	YML115C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
103995	YMR060C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
104881	YMR089C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
105446	YMR116C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
108114	YMR224C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
110125	YMR307W		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
110459	YNL003C		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
111396	YNL054W		S288c	large-scale survey	resistance to chemicals	decreased	Calcofluor White	 	
111989	YNL071W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
112197	YNL079C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
114383	YNL171C		S288c	systematic mutation set	resistance to chemicals	decreased	Calcofluor White	 	
114761	YNL192W		S288c	systematic mutation set	resistance to chemicals	normal	Calcofluor White	 	
