,index,HMDB,INCHIKEY,Name,Chemical Formula,m/z,Adduct Type,CCS Value (Å²),Reference,CCS Type,Data Source / Predictor
3329,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,171.005300468,[M+H]+,136.3,31661259.0,Predicted,DarkChem
3330,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,168.99074846800002,[M-H]-,129.9,31661259.0,Predicted,DarkChem
3331,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,171.005300468,[M+H]+,136.4,32859911.0,Predicted,AllCCS
3332,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,168.99074846800002,[M-H]-,128.5,32859911.0,Predicted,AllCCS
3333,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,171.005300468,[M+H]+,123.9,30932474.0,Predicted,DeepCCS
3334,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,168.99074846800002,[M-H]-,120.8,30932474.0,Predicted,DeepCCS
3335,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,84.49537423400001,[M-2H]-,157.8,30932474.0,Predicted,DeepCCS
3336,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,192.987242468,[M+Na]+,132.7,30932474.0,Predicted,DeepCCS
3338,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,152.99473546800002,[M+H-H2O]+,132.5,32859911.0,Predicted,AllCCS
3339,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,188.031847468,[M+NH4]+,140.0,32859911.0,Predicted,AllCCS
3340,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,192.987242468,[M+Na]+,141.1,32859911.0,Predicted,AllCCS
3342,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,190.972690468,[M+Na-2H]-,130.7,32859911.0,Predicted,AllCCS
3343,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone phosphate,C3H7O6P,214.996225468,[M+HCOO]-,133.2,32859911.0,Predicted,AllCCS
3360,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,484.975803356,[M+H]+,202.9,31661259.0,Predicted,DarkChem
3361,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,482.961251356,[M-H]-,190.2,31661259.0,Predicted,DarkChem
3362,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,484.975803356,[M+H]+,193.2,32859911.0,Predicted,AllCCS
3363,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,482.961251356,[M-H]-,184.9,32859911.0,Predicted,AllCCS
3364,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,484.975803356,[M+H]+,172.8,30932474.0,Predicted,DeepCCS
3365,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,482.961251356,[M-H]-,169.5,30932474.0,Predicted,DeepCCS
3366,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,241.480625678,[M-2H]-,204.0,30932474.0,Predicted,DeepCCS
3367,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,506.957745356,[M+Na]+,180.1,30932474.0,Predicted,DeepCCS
3369,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,466.965238356,[M+H-H2O]+,191.2,32859911.0,Predicted,AllCCS
3370,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,502.002350356,[M+NH4]+,195.0,32859911.0,Predicted,AllCCS
3371,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,506.957745356,[M+Na]+,195.5,32859911.0,Predicted,AllCCS
3373,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,504.943193356,[M+Na-2H]-,185.2,32859911.0,Predicted,AllCCS
3374,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine triphosphate,C9H15N2O15P3,528.966728356,[M+HCOO]-,185.7,32859911.0,Predicted,AllCCS
3375,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,302.305355497,[M+H]+,180.9,31661259.0,Predicted,DarkChem
3376,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,300.290803497,[M-H]-,178.2,31661259.0,Predicted,DarkChem
3377,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,302.305355497,[M+H]+,187.8,32859911.0,Predicted,AllCCS
3378,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,300.290803497,[M-H]-,181.7,32859911.0,Predicted,AllCCS
3379,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,302.305355497,[M+H]+,186.7,30932474.0,Predicted,DeepCCS
3380,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,300.290803497,[M-H]-,184.2,30932474.0,Predicted,DeepCCS
3381,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,150.1454017485,[M-2H]-,217.7,30932474.0,Predicted,DeepCCS
3382,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,324.287297497,[M+Na]+,194.3,30932474.0,Predicted,DeepCCS
3384,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,284.294790497,[M+H-H2O]+,185.0,32859911.0,Predicted,AllCCS
3385,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,319.331902497,[M+NH4]+,190.4,32859911.0,Predicted,AllCCS
3386,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,324.287297497,[M+Na]+,191.1,32859911.0,Predicted,AllCCS
3388,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,322.272745497,[M+Na-2H]-,182.8,32859911.0,Predicted,AllCCS
3389,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,346.296280497,[M+HCOO]-,184.1,32859911.0,Predicted,AllCCS
3390,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,188.175738309,[M+H]+,143.1,31661259.0,Predicted,DarkChem
3391,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,186.161186309,[M-H]-,140.5,31661259.0,Predicted,DarkChem
3392,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,188.175738309,[M+H]+,145.1,30932474.0,Predicted,DeepCCS
3393,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,186.161186309,[M-H]-,142.2,30932474.0,Predicted,DeepCCS
3394,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,93.0805931545,[M-2H]-,178.7,30932474.0,Predicted,DeepCCS
3395,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,210.157680309,[M+Na]+,154.2,30932474.0,Predicted,DeepCCS
3396,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,188.175738309,[M+H]+,143.4,32859911.0,Predicted,AllCCS
3397,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,170.165173309,[M+H-H2O]+,139.9,32859911.0,Predicted,AllCCS
3398,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,205.202285309,[M+NH4]+,146.7,32859911.0,Predicted,AllCCS
3399,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,210.157680309,[M+Na]+,147.7,32859911.0,Predicted,AllCCS
3400,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,186.161186309,[M-H]-,147.0,32859911.0,Predicted,AllCCS
3401,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,208.143128309,[M+Na-2H]-,148.6,32859911.0,Predicted,AllCCS
3402,YMDB00329,HMDB02189,FONIWJIDLJEJTL-UHFFFAOYSA-N,N8-Acetylspermidine,C9H21N3O,232.166663309,[M+HCOO]-,150.4,32859911.0,Predicted,AllCCS
3403,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,147.11280370199998,[M+H]+,133.4,31661259.0,Predicted,DarkChem
3404,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,145.098251702,[M-H]-,130.3,31661259.0,Predicted,DarkChem
3405,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,147.11280370199998,[M+H]+,133.2,32859911.0,Predicted,AllCCS
3406,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,145.098251702,[M-H]-,129.0,32859911.0,Predicted,AllCCS
3407,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,147.11280370199998,[M+H]+,131.4,30932474.0,Predicted,DeepCCS
3408,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,145.098251702,[M-H]-,128.1,30932474.0,Predicted,DeepCCS
3409,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,72.549125851,[M-2H]-,165.1,30932474.0,Predicted,DeepCCS
3410,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,169.09474570199998,[M+Na]+,140.1,30932474.0,Predicted,DeepCCS
3411,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,129.102238702,[M+H-H2O]+,129.2,32859911.0,Predicted,AllCCS
3412,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,164.139350702,[M+NH4]+,136.9,32859911.0,Predicted,AllCCS
3413,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,169.09474570199998,[M+Na]+,138.0,32859911.0,Predicted,AllCCS
3415,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,167.08019370199997,[M+Na-2H]-,131.1,32859911.0,Predicted,AllCCS
3416,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,Lysine,C6H14N2O2,191.103728702,[M+HCOO]-,133.6,32859911.0,Predicted,AllCCS
3417,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,255.02642984,[M+H]+,155.4,32859911.0,Predicted,AllCCS
3418,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,237.01586484,[M+H-H2O]+,151.8,32859911.0,Predicted,AllCCS
3419,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,277.00837184,[M+Na]+,159.7,32859911.0,Predicted,AllCCS
3420,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,272.05297684,[M+NH4]+,158.8,32859911.0,Predicted,AllCCS
3421,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,253.01187784,[M-H]-,145.9,32859911.0,Predicted,AllCCS
3422,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,274.99381984,[M+Na-2H]-,146.2,32859911.0,Predicted,AllCCS
3423,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,299.01735484,[M+HCOO]-,146.7,32859911.0,Predicted,AllCCS
3424,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,255.02642984,[M+H]+,146.9,30932474.0,Predicted,DeepCCS
3425,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,253.01187784,[M-H]-,144.5,30932474.0,Predicted,DeepCCS
3426,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,126.50593892,[M-2H]-,177.8,30932474.0,Predicted,DeepCCS
3427,YMDB00332,HMDB0301781,QYOJSKGCWNAKGW-PBXRRBTRSA-N,Shikimic acid 3-phosphate,C7H11O8P,277.00837184,[M+Na]+,152.8,30932474.0,Predicted,DeepCCS
3428,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,159.02879930199998,[M+H]+,129.4,30932474.0,Predicted,DeepCCS
3429,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,157.014247302,[M-H]-,125.6,30932474.0,Predicted,DeepCCS
3430,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,78.507123651,[M-2H]-,162.8,30932474.0,Predicted,DeepCCS
3431,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,181.010741302,[M+Na]+,138.4,30932474.0,Predicted,DeepCCS
3432,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,159.02879930199998,[M+H]+,134.2,32859911.0,Predicted,AllCCS
3433,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,141.018234302,[M+H-H2O]+,130.1,32859911.0,Predicted,AllCCS
3434,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,176.055346302,[M+NH4]+,137.9,32859911.0,Predicted,AllCCS
3435,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,181.010741302,[M+Na]+,139.0,32859911.0,Predicted,AllCCS
3436,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,157.014247302,[M-H]-,128.5,32859911.0,Predicted,AllCCS
3437,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,178.996189302,[M+Na-2H]-,130.2,32859911.0,Predicted,AllCCS
3438,YMDB00333,HMDB0060348,SOXXPQLIZIPMIZ-UPHRSURJSA-N,2-Maleylacetate,C6H6O5,203.019724302,[M+HCOO]-,132.1,32859911.0,Predicted,AllCCS
3439,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,207.050797072,[M+H]+,146.3,31661259.0,Predicted,DarkChem
3440,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,205.036245072,[M-H]-,140.4,31661259.0,Predicted,DarkChem
3441,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,207.050797072,[M+H]+,143.4,32859911.0,Predicted,AllCCS
3442,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,205.036245072,[M-H]-,149.6,32859911.0,Predicted,AllCCS
3443,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,207.050797072,[M+H]+,142.3,30932474.0,Predicted,DeepCCS
3444,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,205.036245072,[M-H]-,139.9,30932474.0,Predicted,DeepCCS
3445,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,102.518122536,[M-2H]-,175.3,30932474.0,Predicted,DeepCCS
3446,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,229.032739072,[M+Na]+,149.6,30932474.0,Predicted,DeepCCS
3448,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,189.040232072,[M+H-H2O]+,139.7,32859911.0,Predicted,AllCCS
3449,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,224.077344072,[M+NH4]+,147.0,32859911.0,Predicted,AllCCS
3450,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,229.032739072,[M+Na]+,148.0,32859911.0,Predicted,AllCCS
3452,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,227.018187072,[M+Na-2H]-,150.9,32859911.0,Predicted,AllCCS
3453,YMDB00334,HMDB01451,AGBQKNBQESQNJD-SSDOTTSWSA-N,(R)-Lipoic acid,C8H14O2S2,251.041722072,[M+HCOO]-,152.4,32859911.0,Predicted,AllCCS
3454,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,104.070604537,[M+H]+,120.0,31661259.0,Predicted,DarkChem
3455,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,102.056052537,[M-H]-,115.8,31661259.0,Predicted,DarkChem
3456,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,104.070604537,[M+H]+,125.7,32859911.0,Predicted,AllCCS
3457,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,102.056052537,[M-H]-,124.8,32859911.0,Predicted,AllCCS
3458,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,104.070604537,[M+H]+,133.7,30932474.0,Predicted,DeepCCS
3459,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,102.056052537,[M-H]-,130.9,30932474.0,Predicted,DeepCCS
3460,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,51.0280262685,[M-2H]-,167.3,30932474.0,Predicted,DeepCCS
3461,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,126.052546537,[M+Na]+,141.8,30932474.0,Predicted,DeepCCS
3463,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,86.06003953700001,[M+H-H2O]+,121.4,32859911.0,Predicted,AllCCS
3464,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,121.097151537,[M+NH4]+,129.7,32859911.0,Predicted,AllCCS
3465,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,126.052546537,[M+Na]+,130.9,32859911.0,Predicted,AllCCS
3467,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,124.037994537,[M+Na-2H]-,128.7,32859911.0,Predicted,AllCCS
3468,YMDB00335,HMDB00112,BTCSSZJGUNDROE-UHFFFAOYSA-N,gamma-Aminobutyric acid,C4H9NO2,148.061529537,[M+HCOO]-,132.9,32859911.0,Predicted,AllCCS
3469,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,213.091005628,[M+H]+,149.5,31661259.0,Predicted,DarkChem
3470,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,211.076453628,[M-H]-,147.5,31661259.0,Predicted,DarkChem
3471,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,213.091005628,[M+H]+,145.7,30932474.0,Predicted,DeepCCS
3472,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,211.076453628,[M-H]-,143.4,30932474.0,Predicted,DeepCCS
3473,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,105.538226814,[M-2H]-,176.6,30932474.0,Predicted,DeepCCS
3474,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,235.072947628,[M+Na]+,151.7,30932474.0,Predicted,DeepCCS
3475,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,213.091005628,[M+H]+,148.3,32859911.0,Predicted,AllCCS
3476,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,195.080440628,[M+H-H2O]+,143.9,32859911.0,Predicted,AllCCS
3477,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,230.117552628,[M+NH4]+,152.4,32859911.0,Predicted,AllCCS
3478,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,235.072947628,[M+Na]+,153.5,32859911.0,Predicted,AllCCS
3479,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,211.076453628,[M-H]-,149.4,32859911.0,Predicted,AllCCS
3480,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,233.058395628,[M+Na-2H]-,149.3,32859911.0,Predicted,AllCCS
3481,YMDB00336,HMDB0032039,ISAOCJYIOMOJEB-UHFFFAOYSA-N,Benzoin,C14H12O2,257.081930628,[M+HCOO]-,149.2,32859911.0,Predicted,AllCCS
3482,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,105.054620122,[M+H]+,121.1,31661259.0,Predicted,DarkChem
3483,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,103.040068122,[M-H]-,115.7,31661259.0,Predicted,DarkChem
3484,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,105.054620122,[M+H]+,126.8,32859911.0,Predicted,AllCCS
3485,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,103.040068122,[M-H]-,124.5,32859911.0,Predicted,AllCCS
3486,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,105.054620122,[M+H]+,118.7,30932474.0,Predicted,DeepCCS
3487,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,103.040068122,[M-H]-,115.9,30932474.0,Predicted,DeepCCS
3488,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,51.520034061,[M-2H]-,152.4,30932474.0,Predicted,DeepCCS
3489,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,127.036562122,[M+Na]+,127.2,30932474.0,Predicted,DeepCCS
3491,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,87.044055122,[M+H-H2O]+,122.5,32859911.0,Predicted,AllCCS
3492,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,122.081167122,[M+NH4]+,130.8,32859911.0,Predicted,AllCCS
3493,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,127.036562122,[M+Na]+,132.0,32859911.0,Predicted,AllCCS
3495,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,125.022010122,[M+Na-2H]-,128.4,32859911.0,Predicted,AllCCS
3496,YMDB00337,HMDB00023,DBXBTMSZEOQQDU-VKHMYHEASA-N,(S)-3-Hydroxyisobutyric acid,C4H8O3,149.045545122,[M+HCOO]-,132.8,32859911.0,Predicted,AllCCS
